text,lang,published,entities
"Ein letzter Gruß an einen besonderen Menschen

Mit großer Bestürzung habe ich vom frühen Heimgang von Norbert erfahren. Noch vor kurzer Zeit hatten wir miteinander gesprochen, und er teilte mir mit, dass seine Krankheit erneut und mit aller Macht zurückgekehrt war, eine Herausforderung, die er trotz seiner Stärke und seines Mutes nicht überwinden konnte.

Norbert war ein Mensch, den ich nicht nur als aufrichtig, ehrlich und freundlich kennengelernt habe, sondern den ich persönlich sehr geschätzt habe. Sein offenes Wesen und seine Herzlichkeit machten ihn zu einem besonderen Menschen, der Spuren in den Herzen vieler hinterlassen hat.

Besonders beeindruckend war sein unermüdliches Engagement für unsere Partei und Gemeinschaft. Norbert hat sich stets uneigennützig eingebracht, um unsere gute Sache voranzubringen und dem Gelingen unserer Ziele immer ein Stück näherzukommen. Er war ein Vorbild für Hingabe und Loyalität, ein Mensch, der nicht nur mit Worten, sondern vor allem mit Taten überzeugt hat.

In dieser schweren Zeit sind meine Gedanken bei seiner Familie und all jenen, die ihn geliebt haben und die er mit seinem Wirken und seiner Persönlichkeit bereichert hat. Möge Norbert in unseren Herzen weiterleben und in Frieden ruhen.

In stillem Gedenken.
Jens Kestner",de,13-12-2024,['Norbert']
Diskussion mit dem Experten Peter Neumann zur Lage in und um Syrien,de,13-12-2024,"['Peter Neumann', 'Syrien']"
"Die SPD war in der Ampel für das Thema Wohnen zuständig. Und schaffte es, gleich 4 Wahlversprechen zu brechen!  
Wohnungsbau: 400.000 neue Wohnungen pro Jahr versprach die SPD. Doch mit der Ampel brach der Wohnungsbau ein: 2022 wurden nur 295.000 Wohnungen gebaut, 2023 waren es 270.000 und im aktuellen Jahr sind es nur noch 225.000
Sozialwohnungen: Noch krasser ist das Versagen beim Bau neuer Sozialwohnungen. Versprochen hatte die SPD 100.000 pro Jahr. Gebaut wurden 14.000 (2022) bzw. 15.300 (2023). Durch dieses Nicht-Handeln fehlen in Deutschland laut Mieterbund aktuell 910.000 Sozialwohnungen.
Mietendeckel: Von ihrem Wahlversprechen, einen Mietendeckel einzuführen, hatte sich die SPD schon früh verabschiedet. Nun wird selbst die Verlängerung der zahnlosen Mietpreisbremse scheitern, mit der man erfolglos versucht hat, einen Anstieg der Mieten zu bremsen.
Share Deals: Die SPD wollte Share Deals einen Riegel vorschieben, über die sich Immobilienkonzerne vor der Grunderwerbssteuer drücken. Doch das Steuerschlupfloch blieb und wurde genutzt: So zahlte Vonovia bei der Übernahme von Deutsche Wohnen nicht einen Cent an Grunderwerbssteuer – bei einem Kaufpreis von rund 20 Milliarden.

Wohnen macht arm! Unter der Ampel hat der Anteil der Wohnkosten an den Einkommen mit durchschnittlich 25 Prozent einen neuen Rekord erreicht. Wenn man die Wohnkosten berücksichtigt, leben nicht nur 12, sondern 17,5 Millionen Menschen in Armut – Tendenz weiter steigend. Das muss sich dringend ändern. Daher fordern wir: 
- einen bundesweiten Mietendeckel
- 100 Milliarden Euro für den Bau bezahlbarer Wohnungen durch öffentliche und gemeinnützige Unternehmen
- ein Verbot von Share Deals 
- Rücknahme von Privatisierungen, um Grundstücke und Immobilien der Spekulation zu entziehen",de,13-12-2024,"['SPD', 'Deutschland']"
"Kurz vor den Feiertagen gibt es großartige Neuigkeiten für unseren Westerwaldkreis: Die Bundesregierung unter Olaf Scholz hat knapp 50 Millionen Euro für den flächendeckenden Glasfaserausbau in unserer Region bewilligt! 🌐✨Ich kann mich nicht erinnern, dass der Westerwaldkreis jemals einen so großen Zuschuss für ein einzelnes Vorhaben bekommen hat,. Mit dieser Förderung kommen wir dem Ziel, schnelles Internet für alle Bürgerinnen und Bürger sowie Unternehmen bereitzustellen, ein großes Stück näher. Das Gesamtprojekt hat ein Volumen von fast 100 Millionen Euro, wovon Bund und Land den Löwenanteil übernehmen werden.Ein herzlicher Dank geht an unsere engagierte Wirtschaftsförderung und alle Beteiligten, die trotz früherer Rückschläge hartnäckig geblieben sind. Jetzt heißt es, den weiteren Prozess in Mainz und auf Kreisebene zügig voranzutreiben, damit der Ausbau endlich Realität wird. 🏗️
📢 Wir bleiben dran, damit der Westerwald bei der Digitalisierung nicht den Anschluss verliert!

#westerwald #rheinlahnkreis #heimatliebe",de,13-12-2024,"['Westerwaldkreis', 'Mainz', 'westerwald']"
"Ich freue mich riesig, als Direktkandidatin für den Wahlkreis Neustadt/Speyer antreten zu dürfen. Für mich bedeutet Politik, für einen starken gesellschaftlichen Zusammenhalt, soziale Gerechtigkeit und eine nachhaltige Zukunft zu kämpfen.

👉 Gemeinsam setzen wir uns ein:
💼 Für eine moderne Einwanderungspolitik, die Perspektiven schafft und unsere Wirtschaft stärkt.
🛡️ Gegen Rechtsextremismus – für eine Demokratie, die schützt und zivilgesellschaftliches Engagement fördert.
💻 Für eine Digitalisierung, die den Alltag erleichtert und den Staat bürgernah macht.

Als Grüne werde ich mich mit ganzer Kraft dafür einsetzen, ein gutes und bezahlbares Leben für alle zu ermöglichen. Danke, dass ihr mich auf diesem Weg unterstützt – für die Region und für eine starke, zukunftsorientierte Politik! 🌱

#Neustadt #Speyer #BadDürkheim #FürEuch #Grüne #wahl2024 #Wahlkampf",de,13-12-2024,"['Neustadt', 'Speyer', 'BadDürkheim']"
"Der erste formale Schritt in Richtung Neuwahl ist nun gegangen worden. Der Bundeskanzler hat in dieser Woche der Bundestagspräsidentin die Aufsetzung der Vertrauensfrage mitgeteilt. Dies ist nun für den kommenden Montag vorgesehen…
https://www.georg-kippels.de/2024/12/13/neues-von-erft-spree-50-24/",de,13-12-2024,[]
"🤝 Danke für den Austausch und die netten Gespräche! 

Heute Bürgersprechstunde auf dem Oberen Markt in Ibbenbüren. SPD-Fraktion im Bundestag 

#ibbenbueren #spd #fraktionvorort #tecklenburgerland #bundestag",de,13-12-2024,"['Oberen Markt', 'Ibbenbüren', 'ibbenbueren']"
"Der Mietenwahnsinn macht MILLIONEN Menschen in Deutschland arm! 🤯

Die steigenden Wohnkosten fressen einen immer größeren Teil des Einkommens der Bürgerinnen und Bürger auf. Viele können deshalb kaum noch ihren Lebensunterhalt bestreiten. 

Berücksichtigt man die Wohnkosten, leben deutlich mehr Menschen in Armut als bisher bekannt! Das zeigt eine neue Studie des Paritätischen Wohlfahrtsverbandes.

Wir sagen klar: Wohnen darf nicht arm machen! Stoppt den Mietenwahnsinn! ☝ Wir fordern einen Mietenstopp für 6 Jahre und einen bundesweiten Mietendeckel, um überteuerte Mieten endlich absenken zu können!",de,13-12-2024,['Deutschland']
"Parteitage sind immer wie ein großes Familientreffen ❤️ Deswegen war es richtig schön, am vergangenen Wochenende über 350 motivierte Genossinnen und Genossen bei unserer Landeswahlkonferenz in Neumünster wiederzusehen! Mit dieser Motivation und unseren 14 tollen Listenkandidierenden ziehen wir jetzt in die kommenden Wochen des Wahlkampfes, um das Kanzleramt rot zu halten. Das wird richtig gut ✊🏻
#bundestagswahl2025 #schleswigholstein",de,13-12-2024,"['Landeswahlkonferenz', 'Neumünster', 'Kanzleramt', 'bundestagswahl2025']"
"🙏 Ein großes Dankeschön an die Post- und Paketzusteller:innen, die in der Weihnachtszeit wie echte Weihnachtshelfer unermüdlich Pakete und Freude bis vor die Haustür bringen. 🚪

Damit sie nicht unter unfairen Arbeitsbedingungen leiden, haben wir mit der Nachunternehmerhaftung dafür gesorgt, dass Paketdienste nun haften, wenn Subunternehmen ihre Fahrer:innen nicht richtig bezahlen. Das bedeutet: Mehr Lohnsicherheit und Schutz vor Ausbeutung für diejenigen, die täglich unsere Pakete schleppen.

Auch wir können unseren Teil beitragen – mit einem freundlichen Wort, einer kleinen Aufmerksamkeit oder, wie hier, einer süßen Stärkung für unterwegs. Denn ohne sie käme so manches Geschenk nicht an! 🎁",de,13-12-2024,['Weihnachtszeit']
"Morgen zählt's! Ich freue mich über Eure Unterstützung auf der #ldkby 

Ich bin noch nicht fertig. 

#Bayern #DieGrünen #Klimaschutz #Gesundheit #Gerechtigkeit",de,13-12-2024,"['Bayern', 'DieGrünen', 'Klimaschutz']"
"Mit voller Kraft für eine starke FDP - alles lässt sich ändern! In diesem Jahr war richtig viel los: Europa- und Kommunalwahlkampf, Bau-Roadshow, Ausschusssitzungen, Unternehmensbesuche, Parteitage, Bezirks- und Kreistreffen und jede Menge Austausch in Rheinland-Pfalz und darüber hinaus. Es ist einfach großartig, die Energie und den Teamgeist zu erleben - und das auch wenn der Gegenwind stärker ist. Dabei wird mir immer wieder klar: Ich bin stolz, eine Freie Demokratin zu sein. Sturmerprobt macht es mit Euch richtig Spaß! Die Freien Demokraten sind was für die Mutigen. Gemeinsam arbeiten wir daran, die besten Lösungen für die Herausforderungen unserer Zeit einzubringen – mit klarem Kurs, überzeugenden Ideen und echtem Einsatz.Der Wahlkampf steht vor der Tür, und ich freue mich, dass wir dafür ein so starkes Team und die richtigen Inhalte haben. Jetzt gilt es, weiter anzupacken, dranzubleiben und unsere Ideen nach außen zu tragen. Denn wir brauchen eine Richtungsentscheidung  für Deutschland und unser Einsatz macht den Unterschied! 🚀#TeamFreiheit #Wirtschaftswende",de,13-12-2024,"['Europa', 'Bau-Roadshow', 'Ausschusssitzungen', 'Rheinland-Pfalz', 'Deutschland']"
"Der DGB hat die hessischen Beamtinnen und Beamten heute zum Protest und zur symbolischen Straßenblockade aufgerufen, um gegen die Haushaltskürzungen und für eine gerechte Besoldung zu demonstrieren. Lehrkräfte, Polizei, Feuerwehr, Forst, Verwaltung, u.v.a.
Solidarisch an eurer Seite!",de,13-12-2024,['Polizei']
"Langsam kann ers auch zugeben... 
.
.
.
.
.
.
.
.
.
#Bayern #DieGrünen #Atomkraft #TeamHabeck #CSU #klimaschutz #ldkby #gesundheit #Habeck #Söder",de,13-12-2024,"['Bayern', 'Söder']"
"Hannover, Bothfelder Kirche. „Bothfeld ist bunt“. Das ist nicht gerade die Botschaft, die man in der Adventszeit erwartet. Wenn damit Toleranz gemeint ist - ist die Kirche nicht an sich tolerant? Muss sie es mit den Regenbogenfarben bekunden? Da kann man nur noch den Kopf schütteln.",de,13-12-2024,"['Hannover', 'Bothfelder Kirche', 'Bothfeld', 'Adventszeit']"
"Vier von zehn Firmen wollen Jobs abbauen! Ich finde es ungeheuerlich, dass Wirtschaftsminister Habeck sich trotz dieser katastrophalen Bilanz zum Kanzler berufen fühlt. Wir brauchen eine Kehrtwende in der Energiepolitik um 180 Grad, um die Deindustrialisierung aufzuhalten und Arbeitsplätze zu sichern. Steuern und Abgaben auf Energie müssen gesenkt, unsinnige Wirtschaftssanktionen aufgehoben und Handels- und Zollkriege vermieden werden. Darüber hinaus sollte man jetzt Vorsorge treffen, damit Entlassungen nicht zu massenhafter Arbeitslosigkeit führen. Statt wie die Union Sozialneid gegenüber Erwerbslosen zu schüren und über eine Abschaffung des Bürgergelds zu diskutieren, müssen die Mittel für die Qualifizierung von Erwerbslosen aufgestockt werden. Es darf nicht sein, dass die GRÜNEN Arbeitsplätze vernichten und die Union anschließend dafür sorgt, dass Menschen, die unverschuldet ihren Job verlieren, sozial abstürzen! Wir fordern, dass das bisherige ALG I zu einer echten Arbeitslosenversicherung weiterentwickelt wird, die Erwerbslose so lange unterstützt und weiterbildet, bis sie einen neuen Arbeitsplatz gefunden haben. Wer jahrelang mit seinen Steuern und Abgaben den Sozialstaat finanziert hat, muss bei Jobverlust auch auf ihn zählen können.",de,13-12-2024,[]
"Austausch auf dem Haldenhof: Mit Bauernpräsident Bernhard Bolkart, Kreisvorsitzendem Clemens Hug und Landwirten aus der Region über Themen wie 🚜 Besteuerung des Agrardiesels, 🌳 das geplante Entwaldungsgesetz und 🤝 die Einigung des Mercosur-Abkommens diskutiert.💡 #Landwirtschaft #PolitikImDialog",de,13-12-2024,[]
"🎄✨Heute durfte ich Teil einer ganz besonderen Aktion sein: Im Hotel Maximilian‘s in Kooperation mit der KJF Augsburg wurde wieder ein Wunschbaum aufgestellt – geschmückt mit Wunschzetteln von Kindern aus dem Frère-Roger-Kinderzentrum. 

Ich hatte die Ehre, zwei Kinder zu beschenken und ihre Wünsche erfüllen zu dürfen. 🧸🎁

Die Geschenke habe ich heute im Hotel bei Theo Gandenheimer abgegeben. Ein herzliches Dankeschön an alle, die diese wunderbare Aktion möglich gemacht und unterstützt haben. 🙏 <redacted_mention> <redacted_mention> <redacted_mention>",de,13-12-2024,['Hotel Maximilian‘s']
mitgliedwerden.fdp.de,de,13-12-2024,[]
"Was für ein Affentheater! Statt sich darüber aufzuregen, dass sich die SPD in Brandenburg mit den Kommunisten der BSW ins Bett legt, scheint das größere Problem zu sein, ob gar ein paar Stimmen für den Opportunisten Woidke von der bösen AfD stammen. Das wäre natürlich ganz fatal, denn seit ein paar Jahren können freie und geheime Wahlen bekanntlich gut oder schlecht sein: Das hängt nicht davon ab, wer gewählt wird, sondern vor allem: von wem.

Hätte Frau Merkel nicht durch ihr beherztes Eingreifen in Thüringen („das muss sofort rückgängig gemacht werden!“) das Unaussprechliche verhindert, wo wären wir hingekommen? Dann wäre dem drögen Herrn Kemmerich als Ministerpräsidenten womöglich ein Klumpfuß gewachsen.  Wer weiß.

Merken diese Demokratiedarsteller von der reinen Lehre eigentlich nicht, dass sie mit diesem Affentheater die Demokratie zutiefst beschädigen? Wir haben Krise! Die Bürger erwarten zu Recht, dass sich die Politik um Lösungen bemüht und nicht so einen Zirkus veranstaltet.",de,13-12-2024,"['Brandenburg', 'freie und geheime Wahlen', 'Frau Merkel', 'Thüringen']"
"Die Vorwürfe der CDU/ CSU an der Ampel werden immer lauter und abstruser. Von einem ""Wirtschaftsdesaster ""ist die Rede.

Das ""Desaster"" der Ampel in Kurzform:

- Wir haben mehr Erwerbstätige als 2021. 
- Der Reallohn ist kräftig gestiegen. 
- Der Export wächst weiter an. 
- Die Strompreise für unsere Industrie sind stark gesunken. 
- Die Inflation ist inzwischen unter dem Level von vor dem russischen Angriffskrieg. 

#Faktennerven",de,13-12-2024,"['Wirtschaftsdesaster', 'russischen Angriffskrieg']"
"Ein Ort der Wärme und Fürsorge ist @der.regenbogenhof e. V. in Radewege. 🌈

In der idyllischen Landschaft am Beetzsee bietet der Regenbogenhof Kindern und Jugendlichen mit lebensverkürzenden Erkrankungen sowie ihren Familien ein liebevolles Zuhause auf Zeit. 

🌈Schon ab der Diagnosestellung können Familien hier Unterstützung und Gemeinschaft finden.
🌈Spielplätze, Tiergehege mit Ponys wie Ricky und Madiva, Hundedame Miss Marple und Katze Molly, Kneippstrecken und Erinnerungsplätze schaffen Raum für Freude und Begegnung. 🐴🐾
🌈 Ein multiprofessionelles Team begleitet auch Geschwisterkinder und gibt Halt in einer schwierigen Zeit.

Dank PSL „Ihr Pflegedienst für Stadt und Land“ wird die pflegerische Versorgung liebevoll und professionell sichergestellt. 🩺

Ein Besuch, der die Bedeutung von Zusammenhalt und Fürsorge eindrucksvoll spürbar macht – Danke an alle, die diesen besonderen Ort möglich machen! ❤️

#Beetzsee #Regenbogenhof #Kinderhospiz #Fürsorge #Familie #Brandenburg #Gemeinschaft #Sonjamittendrin #Bundestag  #ostdeutschland #SPD",de,13-12-2024,"['Radewege', 'Beetzsee', 'Regenbogenhof', 'Brandenburg']"
"Wenn wir kämpfen, werden wir siegen. Das und noch ein bisschen mehr habe ich in der neuen Folge von Apokalypse & Filterkaffee zu Micky Beisenherz gesagt. Den Link zur ganzen Folge gibt es hier
➡️ https://open.spotify.com/episode/6ICzQ0rJQd2agRYPyEaJzZ?si=lNLPGMn6SZuz9UdtyZ_bFA",de,13-12-2024,['Micky Beisenherz']
"Meinungsumfragen der Bundesregierung...🔍 
👉https://www.brandner-im-bundestag.de/anfragen/kleine-anfrage-9-juli-2024-2011929.html
#fürdieBürger
#AfD Thüringen 
#ZeitfürDeutschland🇩🇪
#wirhabendasDirektmandat👍
#Gera Greiz Altenburg AltenburgerLand Zeulenroda Triebes Gößnitz Meuselwitz Sömmerda Weida
#WK193 #Berlin #Bundestag #Brandner",de,13-12-2024,"['brandner-im-bundestag', 'Thüringen', 'Gera', 'Berlin', 'Brandner']"
"Gestern bei Hitradio Antenne 1 🎙️

Ich habe über die von Bundeskanzler @olafscholz beantragte Vertrauensfrage gesprochen – ein wichtiger Schritt in einer herausfordernden politischen Situation. Nach den jüngsten Entwicklungen zeigt Scholz erneut klare Führung und Verantwortung.

Was denkt ihr über die politische Situation? Eure Meinung interessiert mich!

#olafscholz #interview #vertrauensfrage #spd #ludwigsburg #radio",de,13-12-2024,"['olafscholz', 'Vertrauensfrage', 'vertrauensfrage', 'ludwigsburg']"
"🗯️ ""Wer an der Schulden-bremse in der jetzigen Form festhält und gleichzeitig die Ausgaben für die Ukraine erhöhen möchte, gefährdet  den sozialen  Zusammenhalt und 
hilft den Populisten."" DER SPIEGEL

Link 👇",de,13-12-2024,['Ukraine']
Dank uns kommt finanzielle Entlastung pur! Die Kalte Progression wird ausgeglichen und die Kindergelderhöhung kommt. Und das ohne jede unnötige Bürokratie!,de,13-12-2024,"['Die Kalte Progression', 'Kindergelderhöhung']"
"Unsere Landesliste für die BT-Wahl:
1. Wolfgang Schmidt
2. Aydan Özoğuz
3. Metin Hakverdi
4. Dorothee Martin
5. Falko Droßmann
6. Lena Haffner
7. Susmit Banerjee
8. Shweta Sachdeva
9. Vladislav Litau
10. Alica Huntemann
Sören Platten tritt im Wk. Altona als Direktkandidat an.",de,13-12-2024,"['BT-Wahl', 'Wolfgang Schmidt', 'Aydan Özoğuz', 'Metin Hakverdi', 'Dorothee Martin', 'Falko Droßmann', 'Lena Haffner', 'Susmit Banerjee', 'Shweta Sachdeva', 'Vladislav Litau', 'Alica Huntemann', 'Sören Platten', 'Altona']"
